latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
20.33965,-100.6231,300.62,0.61,0.71,3/1/2023,728,1,VIIRS,n,2.0NRT,283.41,2.3,N
17.00184,-95.49177,304.54,0.51,0.49,3/1/2023,730,1,VIIRS,n,2.0NRT,292.75,1.07,N
22.04576,-98.86906,300.66,0.65,0.73,3/1/2023,909,1,VIIRS,n,2.0NRT,285.93,1.77,N
18.55114,-99.58936,298.72,0.71,0.75,3/1/2023,911,1,VIIRS,n,2.0NRT,266.95,1.99,N
17.05864,-95.18497,332.44,0.73,0.76,3/1/2023,1840,1,VIIRS,n,2.0NRT,302.69,4.26,D
17.0243,-95.08034,331.16,0.51,0.66,3/1/2023,2021,1,VIIRS,n,2.0NRT,304.78,2.87,D
19.13023,-103.76281,343.76,0.46,0.39,3/1/2023,2023,1,VIIRS,n,2.0NRT,306.97,12.48,D
18.49952,-96.52357,309.76,0.64,0.72,3/2/2023,709,1,VIIRS,n,2.0NRT,292.77,2.17,N
19.12996,-96.14997,312.61,0.56,0.69,3/2/2023,849,1,VIIRS,n,2.0NRT,291.61,1.17,N
17.92666,-102.20083,309.48,0.48,0.48,3/2/2023,852,1,VIIRS,n,2.0NRT,294.13,1.47,N
17.01513,-100.02834,330.19,0.41,0.37,3/2/2023,2001,1,VIIRS,n,2.0NRT,302.54,2.13,D
22.47052,-104.49608,341.99,0.4,0.37,3/2/2023,2004,1,VIIRS,n,2.0NRT,290.82,4.73,D
17.03323,-95.08527,297.08,0.36,0.57,3/3/2023,832,1,VIIRS,n,2.0NRT,282.45,0.15,N
17.00216,-95.37978,332.25,0.4,0.37,3/3/2023,1942,1,VIIRS,n,2.0NRT,304.27,1.99,D
17.71363,-101.04998,333.3,0.49,0.4,3/3/2023,1944,1,VIIRS,n,2.0NRT,300.88,5.16,D
21.66977,-98.52975,331.22,0.38,0.36,3/4/2023,811,1,VIIRS,n,2.0NRT,285.96,2.75,N
17.16905,-95.72793,300.25,0.49,0.4,3/4/2023,813,1,VIIRS,n,2.0NRT,289.65,0.75,N
17.01741,-99.65891,346.55,0.53,0.5,3/4/2023,1923,1,VIIRS,n,2.0NRT,300.54,5.92,D
19.76773,-105.3042,332.02,0.55,0.68,3/4/2023,1925,1,VIIRS,n,2.0NRT,297.39,2.21,D
20.31073,-105.04819,332.2,0.66,0.73,3/4/2023,2105,1,VIIRS,n,2.0NRT,289.8,9,D
18.7371,-99.64944,305.51,0.39,0.44,3/5/2023,754,1,VIIRS,n,2.0NRT,275.09,1.02,N
17.22228,-100.64972,305.94,0.43,0.46,3/5/2023,756,1,VIIRS,n,2.0NRT,293.15,0.6,N
18.22169,-96.90134,338.46,0.34,0.56,3/5/2023,1906,1,VIIRS,n,2.0NRT,287.17,2.63,D
22.67165,-103.01583,334.48,0.68,0.74,3/5/2023,1908,1,VIIRS,n,2.0NRT,308.01,2.02,D
18.38197,-99.52635,350.08,0.7,0.75,3/5/2023,2046,1,VIIRS,n,2.0NRT,307.74,8.78,D
22.43944,-105.67074,339,0.62,0.54,3/5/2023,2048,1,VIIRS,n,2.0NRT,300.76,4.53,D
17.31345,-97.92122,299.82,0.59,0.53,3/6/2023,735,1,VIIRS,n,2.0NRT,282.87,0.83,N
18.97317,-97.96624,296.63,0.62,0.54,3/6/2023,737,1,VIIRS,n,2.0NRT,282.96,1.09,N
17.9298,-102.2069,302.44,0.62,0.72,3/6/2023,915,1,VIIRS,n,2.0NRT,288.16,2.84,N
18.13431,-96.03252,367,0.62,0.71,3/6/2023,1847,1,VIIRS,h,2.0NRT,293.86,17.97,D
19.97945,-98.11887,367,0.77,0.77,3/6/2023,1849,1,VIIRS,h,2.0NRT,302.61,32.51,D
17.10121,-100.4155,331.76,0.57,0.52,3/6/2023,2025,1,VIIRS,n,2.0NRT,299.19,4.58,D
17.92814,-102.20553,341.52,0.45,0.47,3/6/2023,2027,1,VIIRS,n,2.0NRT,305.61,7.21,D
18.87025,-97.66224,295.44,0.61,0.71,3/7/2023,716,1,VIIRS,n,2.0NRT,281.91,0.94,N
17.0358,-96.72143,314.5,0.5,0.66,3/7/2023,718,1,VIIRS,n,2.0NRT,286.86,1.54,N
21.24852,-101.05456,298.27,0.62,0.54,3/7/2023,856,1,VIIRS,n,2.0NRT,269.92,1.14,N
17.69128,-99.37342,297.28,0.47,0.64,3/7/2023,858,1,VIIRS,n,2.0NRT,285.5,0.98,N
17.01607,-100.09724,348.33,0.46,0.39,3/7/2023,2008,1,VIIRS,n,2.0NRT,308.69,7.32,D
20.89481,-104.25029,335.33,0.38,0.36,3/7/2023,2010,1,VIIRS,l,2.0NRT,310.3,2.05,D
17.69553,-96.69958,310.57,0.35,0.56,3/8/2023,837,1,VIIRS,n,2.0NRT,285.64,0.92,N
17.02756,-95.27232,333.64,0.47,0.4,3/8/2023,1949,1,VIIRS,n,2.0NRT,299.14,3.4,D
17.0475,-96.75484,345.66,0.41,0.37,3/8/2023,1951,1,VIIRS,n,2.0NRT,319.85,14.77,D
22.80451,-98.99677,326.16,0.39,0.36,3/9/2023,817,1,VIIRS,n,2.0NRT,290.38,2.3,N
17.15551,-100.07925,313.56,0.39,0.36,3/9/2023,820,1,VIIRS,n,2.0NRT,289.84,1.35,N
17.00912,-100.19791,336.16,0.46,0.47,3/9/2023,1929,1,VIIRS,n,2.0NRT,301.24,8.32,D
19.08024,-101.75935,336.46,0.53,0.5,3/9/2023,1932,1,VIIRS,n,2.0NRT,300.4,4.36,D
19.1781,-96.24171,307.31,0.38,0.36,3/10/2023,800,1,VIIRS,n,2.0NRT,293.83,0.93,N
17.02092,-95.50954,302.39,0.39,0.36,3/10/2023,802,1,VIIRS,n,2.0NRT,290.31,0.57,N
17.02472,-95.50723,331.23,0.46,0.47,3/10/2023,1912,1,VIIRS,n,2.0NRT,293.11,3.22,D
21.71431,-102.00383,338.9,0.49,0.65,3/10/2023,1914,1,VIIRS,n,2.0NRT,307.78,15.54,D
18.28588,-100.68838,355.96,0.75,0.77,3/10/2023,2053,1,VIIRS,n,2.0NRT,300.74,18.73,D
20.8661,-103.53456,350.6,0.52,0.67,3/10/2023,2055,1,VIIRS,n,2.0NRT,307.92,5.4,D
17.93254,-102.20594,306.86,0.45,0.63,3/11/2023,741,1,VIIRS,n,2.0NRT,290.5,2.02,N
19.67257,-103.37996,302.77,0.61,0.71,3/11/2023,921,1,VIIRS,n,2.0NRT,284.71,1.78,N
18.409,-95.54528,335.72,0.45,0.63,3/11/2023,1851,1,VIIRS,n,2.0NRT,297.74,1.79,D
18.95728,-98.9679,332.64,0.73,0.76,3/11/2023,1853,1,VIIRS,n,2.0NRT,295.59,9.18,D
17.62824,-101.45022,331.54,0.63,0.54,3/11/2023,2033,1,VIIRS,n,2.0NRT,295.86,4.07,D
19.58248,-97.93137,301.96,0.51,0.66,3/12/2023,722,1,VIIRS,n,2.0NRT,282.54,1.55,N
17.3823,-95.91884,302.2,0.35,0.57,3/12/2023,724,1,VIIRS,n,2.0NRT,290.39,1.06,N
21.98845,-98.95876,300.21,0.52,0.66,3/12/2023,902,1,VIIRS,n,2.0NRT,289.38,0.88,N
17.92651,-102.20326,307.44,0.39,0.59,3/12/2023,905,1,VIIRS,n,2.0NRT,290.16,0.92,N
17.07935,-95.71806,351.08,0.36,0.57,3/12/2023,2014,1,VIIRS,n,2.0NRT,299.02,4.01,D
19.52487,-103.09306,339.96,0.43,0.38,3/12/2023,2017,1,VIIRS,n,2.0NRT,309.34,12.01,D
17.26764,-95.70667,307.48,0.7,0.75,3/13/2023,703,1,VIIRS,n,2.0NRT,290.91,2.4,N
18.5088,-96.14702,322.47,0.46,0.63,3/13/2023,843,1,VIIRS,n,2.0NRT,291.12,3.88,N
17.25736,-95.70135,316.95,0.52,0.67,3/13/2023,845,1,VIIRS,n,2.0NRT,291.69,1.95,N
17.02708,-95.37666,330.15,0.56,0.43,3/13/2023,1955,1,VIIRS,l,2.0NRT,300.97,2.89,D
22.30152,-104.69482,334.32,0.45,0.39,3/13/2023,1957,1,VIIRS,l,2.0NRT,305.76,4.28,D
17.34454,-101.04942,304.8,0.4,0.37,3/14/2023,826,1,VIIRS,n,2.0NRT,291.93,0.47,N
17.05167,-97.94791,342.96,0.43,0.38,3/14/2023,1936,1,VIIRS,n,2.0NRT,309.73,18.17,D
17.9279,-102.19933,335.34,0.47,0.48,3/14/2023,1938,1,VIIRS,l,2.0NRT,306.49,6.28,D
21.27572,-101.90798,332.3,0.56,0.43,3/15/2023,805,1,VIIRS,n,2.0NRT,284.29,18.49,N
17.5933,-100.79846,303.73,0.45,0.39,3/15/2023,807,1,VIIRS,n,2.0NRT,280.23,0.75,N
17.19166,-100.626,333.15,0.39,0.59,3/15/2023,1917,1,VIIRS,n,2.0NRT,300.79,3.83,D
17.09512,-98.98859,334.58,0.61,0.53,3/15/2023,1919,1,VIIRS,n,2.0NRT,296.89,3.71,D
18.19075,-103.07711,337.92,0.66,0.73,3/15/2023,2057,1,VIIRS,n,2.0NRT,294.69,7.94,D
19.75609,-105.21445,342.28,0.5,0.66,3/15/2023,2059,1,VIIRS,n,2.0NRT,299.55,4.91,D
18.5058,-96.14845,295.79,0.46,0.39,3/16/2023,748,1,VIIRS,n,2.0NRT,282.55,1.89,N
17.03472,-98.44513,308.62,0.39,0.44,3/16/2023,750,1,VIIRS,n,2.0NRT,290.77,1.03,N
19.29943,-103.80405,302.5,0.74,0.76,3/16/2023,928,1,VIIRS,n,2.0NRT,287.22,0.84,N
17.00913,-100.19193,355.86,0.75,0.77,3/16/2023,1858,1,VIIRS,n,2.0NRT,296.57,12.26,D
18.17764,-100.53147,343.16,0.75,0.77,3/16/2023,1900,1,VIIRS,n,2.0NRT,301.84,7.13,D
17.00779,-100.19123,352.56,0.48,0.65,3/16/2023,2040,1,VIIRS,n,2.0NRT,301.14,8.42,D
22.86831,-104.69601,337.35,0.58,0.52,3/16/2023,2042,1,VIIRS,n,2.0NRT,306.39,5.17,D
17.01399,-95.07883,307.61,0.48,0.48,3/17/2023,729,1,VIIRS,n,2.0NRT,292.53,0.86,N
18.40985,-96.21367,301.76,0.59,0.53,3/17/2023,731,1,VIIRS,n,2.0NRT,291.56,0.67,N
17.93182,-102.20652,345.7,0.49,0.65,3/17/2023,909,1,VIIRS,n,2.0NRT,291.91,3.81,N
17.24821,-95.74142,332.64,0.78,0.78,3/17/2023,1841,1,VIIRS,n,2.0NRT,303.25,5.6,D
17.00765,-95.08494,340.81,0.51,0.66,3/17/2023,2019,1,VIIRS,n,2.0NRT,301.64,6.25,D
18.32047,-103.41952,338.11,0.47,0.4,3/17/2023,2021,1,VIIRS,n,2.0NRT,306.27,2.06,D
19.17899,-96.23724,297.99,0.62,0.72,3/18/2023,709,1,VIIRS,n,2.0NRT,286.78,1.54,N
19.3637,-96.49242,305.56,0.53,0.67,3/18/2023,850,1,VIIRS,n,2.0NRT,285.11,2.08,N
17.9445,-102.2089,315.76,0.48,0.48,3/18/2023,852,1,VIIRS,n,2.0NRT,292.41,1.91,N
17.05956,-99.7572,342.73,0.42,0.37,3/18/2023,2002,1,VIIRS,n,2.0NRT,310.07,4.87,D
21.06285,-105.23129,344.66,0.42,0.38,3/18/2023,2004,1,VIIRS,n,2.0NRT,308.35,5.26,D
17.01697,-97.93847,332.31,0.47,0.47,3/19/2023,833,1,VIIRS,n,2.0NRT,284.86,3.95,N
17.22167,-100.65011,310.16,0.48,0.4,3/19/2023,835,1,VIIRS,n,2.0NRT,293.73,1.12,N
17.01743,-97.93464,334.78,0.39,0.36,3/19/2023,1942,1,VIIRS,l,2.0NRT,306.01,8.99,D
17.04615,-100.27319,336.06,0.46,0.39,3/19/2023,1945,1,VIIRS,l,2.0NRT,308.98,4.03,D
22.9189,-105.41029,304.65,0.51,0.49,3/20/2023,811,1,VIIRS,n,2.0NRT,288.06,0.88,N
17.64113,-101.5218,316.17,0.42,0.37,3/20/2023,813,1,VIIRS,n,2.0NRT,295.15,1.27,N
17.06332,-99.75841,337.65,0.54,0.51,3/20/2023,1923,1,VIIRS,l,2.0NRT,311.06,15.85,D
19.23841,-104.23677,352.62,0.48,0.65,3/20/2023,1925,1,VIIRS,n,2.0NRT,308.66,24.43,D
19.23886,-104.23022,337.63,0.72,0.76,3/20/2023,2106,1,VIIRS,n,2.0NRT,301.91,14.22,D
18.509,-96.14669,299.3,0.4,0.37,3/21/2023,754,1,VIIRS,n,2.0NRT,282.75,0.44,N
17.03901,-100.00723,343.1,0.39,0.44,3/21/2023,756,1,VIIRS,n,2.0NRT,295.46,5.53,N
17.1052,-95.98296,333.52,0.63,0.54,3/21/2023,1904,1,VIIRS,n,2.0NRT,291.02,4.89,D
17.17773,-100.59626,337.01,0.63,0.72,3/21/2023,1906,1,VIIRS,n,2.0NRT,301,9.86,D
22.62842,-103.88631,352.66,0.77,0.78,3/21/2023,1908,1,VIIRS,n,2.0NRT,307.67,11.88,D
17.25195,-100.84142,330.54,0.56,0.69,3/21/2023,2046,1,VIIRS,n,2.0NRT,295.35,8.43,D
21.52341,-105.12278,331.35,0.33,0.55,3/21/2023,2049,1,VIIRS,n,2.0NRT,301.93,1.27,D
22.04342,-98.87258,304.93,0.38,0.59,3/22/2023,733,1,VIIRS,n,2.0NRT,289.89,0.96,N
17.10178,-95.72335,303.22,0.42,0.45,3/22/2023,735,1,VIIRS,n,2.0NRT,290.59,0.79,N
17.92967,-102.20589,308.99,0.62,0.72,3/22/2023,915,1,VIIRS,n,2.0NRT,292.98,3.25,N
17.5191,-95.63284,349.69,0.6,0.7,3/22/2023,1845,1,VIIRS,n,2.0NRT,295.6,8.24,D
21.16623,-97.44849,331.72,0.65,0.73,3/22/2023,1847,1,VIIRS,n,2.0NRT,295,4.09,D
17.00721,-100.21088,338.2,0.59,0.53,3/22/2023,2025,1,VIIRS,n,2.0NRT,300.64,6.28,D
17.55975,-99.46582,333.87,0.34,0.56,3/22/2023,2027,1,VIIRS,l,2.0NRT,307.96,3.31,D
19.16126,-96.41417,303.17,0.5,0.66,3/23/2023,716,1,VIIRS,n,2.0NRT,291.47,0.95,N
17.16462,-99.6046,305.37,0.77,0.78,3/23/2023,718,1,VIIRS,n,2.0NRT,281.44,13.83,N
22.18433,-102.2053,297.94,0.51,0.49,3/23/2023,856,1,VIIRS,n,2.0NRT,286.4,1.54,N
17.16201,-99.59671,306.18,0.47,0.64,3/23/2023,858,1,VIIRS,n,2.0NRT,290.06,0.74,N
17.16462,-99.60152,337.83,0.49,0.41,3/23/2023,2008,1,VIIRS,l,2.0NRT,308.74,3.25,D
19.88001,-104.99587,343.19,0.39,0.36,3/23/2023,2010,1,VIIRS,l,2.0NRT,317.98,15.13,D
18.41012,-96.21181,315.91,0.36,0.57,3/24/2023,837,1,VIIRS,n,2.0NRT,293.47,0.96,N
17.23802,-100.62917,304.91,0.39,0.44,3/24/2023,839,1,VIIRS,n,2.0NRT,292.16,0.56,N
17.00843,-95.40615,351.08,0.46,0.39,3/24/2023,1949,1,VIIRS,n,2.0NRT,309.2,10.4,D
17.02246,-95.66074,303.42,0.41,0.45,3/25/2023,820,1,VIIRS,n,2.0NRT,291.15,0.59,N
17.01856,-95.66159,355.8,0.41,0.37,3/25/2023,1930,1,VIIRS,n,2.0NRT,305.33,9.58,D
18.55095,-100.57632,344.51,0.45,0.47,3/25/2023,1932,1,VIIRS,l,2.0NRT,315.91,8.89,D
20.41865,-99.02068,298.83,0.47,0.39,3/26/2023,801,1,VIIRS,n,2.0NRT,286.38,0.66,N
17.01959,-95.65722,303.17,0.39,0.36,3/26/2023,803,1,VIIRS,n,2.0NRT,291.02,0.45,N
17.85816,-100.6675,335.32,0.48,0.65,3/26/2023,1910,1,VIIRS,n,2.0NRT,303.88,7.01,D
17.01267,-95.42406,339.79,0.45,0.47,3/26/2023,1913,1,VIIRS,n,2.0NRT,302.44,3.89,D
17.20448,-100.61861,340.23,0.74,0.76,3/26/2023,2053,1,VIIRS,n,2.0NRT,292.31,5.63,D
20.1614,-103.73627,367,0.5,0.66,3/26/2023,2055,1,VIIRS,h,2.0NRT,313.02,13.13,D
17.10951,-95.04211,307.81,0.47,0.4,3/27/2023,741,1,VIIRS,n,2.0NRT,294.41,0.77,N
17.0497,-100.12962,303.93,0.63,0.54,3/27/2023,744,1,VIIRS,n,2.0NRT,291.17,1.8,N
17.93262,-102.20607,306.4,0.79,0.78,3/27/2023,922,1,VIIRS,n,2.0NRT,290.39,3.5,N
17.10921,-95.04316,333.53,0.44,0.62,3/27/2023,1851,1,VIIRS,n,2.0NRT,301.06,13.38,D
18.00881,-99.28838,332.17,0.79,0.78,3/27/2023,1853,1,VIIRS,n,2.0NRT,303,5.04,D
17.04149,-100.23814,338.19,0.38,0.58,3/27/2023,2034,1,VIIRS,n,2.0NRT,303.19,6.32,D
20.38486,-99.69642,295.09,0.67,0.74,3/28/2023,722,1,VIIRS,n,2.0NRT,284.67,1.14,N
17.04323,-98.26083,317.34,0.49,0.65,3/28/2023,724,1,VIIRS,n,2.0NRT,286.97,2.14,N
22.56403,-99.32205,308.25,0.48,0.64,3/28/2023,902,1,VIIRS,n,2.0NRT,289.02,0.96,N
17.30433,-99.47475,303.14,0.6,0.71,3/28/2023,905,1,VIIRS,n,2.0NRT,287.21,1.4,N
17.04817,-100.13974,344.29,0.56,0.43,3/28/2023,2014,1,VIIRS,n,2.0NRT,310.42,11.81,D
18.68947,-103.68164,334.82,0.41,0.37,3/28/2023,2017,1,VIIRS,l,2.0NRT,306.02,6.9,D
19.74664,-98.59962,296.78,0.6,0.53,3/29/2023,843,1,VIIRS,n,2.0NRT,281.46,1.72,N
17.21032,-100.66627,301.93,0.49,0.49,3/29/2023,845,1,VIIRS,n,2.0NRT,290.15,0.19,N
17.01173,-99.40273,335.44,0.39,0.36,3/29/2023,1955,1,VIIRS,l,2.0NRT,310.07,4.58,D
21.3779,-104.84542,333.51,0.47,0.4,3/29/2023,1957,1,VIIRS,n,2.0NRT,289.21,3.94,D
17.23784,-100.62846,305.75,0.42,0.37,3/30/2023,826,1,VIIRS,n,2.0NRT,292.42,0.93,N
17.02775,-95.0071,340.58,0.39,0.36,3/30/2023,1936,1,VIIRS,n,2.0NRT,308.2,7.53,D
17.93007,-102.20643,338.91,0.47,0.47,3/30/2023,1938,1,VIIRS,n,2.0NRT,280.39,5.43,D
18.26439,-95.48253,306.43,0.43,0.38,4/1/2023,748,1,VIIRS,n,2.0NRT,293.71,1.43,N
17.07656,-97.2422,300.88,0.5,0.41,4/1/2023,750,1,VIIRS,n,2.0NRT,287.41,1.64,N
19.67591,-103.38197,295.71,0.77,0.78,4/1/2023,928,1,VIIRS,n,2.0NRT,283.45,2.75,N
19.00532,-104.255,303.38,0.7,0.75,4/1/2023,930,1,VIIRS,n,2.0NRT,290.77,1.27,N
17.04828,-96.80664,337.34,0.45,0.63,4/1/2023,1858,1,VIIRS,l,2.0NRT,307.84,5.26,D
17.11273,-99.7224,330.93,0.7,0.75,4/1/2023,1900,1,VIIRS,n,2.0NRT,298.44,3.41,D
17.06602,-99.68796,333.49,0.52,0.67,4/1/2023,2040,1,VIIRS,n,2.0NRT,300.64,5.1,D
22.24239,-105.32668,335.48,0.52,0.5,4/1/2023,2042,1,VIIRS,l,2.0NRT,306.71,6.32,D
17.08781,-97.25474,299.75,0.33,0.55,4/2/2023,729,1,VIIRS,n,2.0NRT,288.32,1.06,N
19.17816,-96.23466,311.34,0.6,0.53,4/2/2023,731,1,VIIRS,n,2.0NRT,294.33,1.85,N
17.22172,-100.6513,303.76,0.64,0.72,4/2/2023,909,1,VIIRS,n,2.0NRT,289.81,1.02,N
17.10574,-95.48214,336.51,0.75,0.77,4/2/2023,1841,1,VIIRS,n,2.0NRT,296.33,11.93,D
17.0053,-96.54812,342.62,0.41,0.61,4/2/2023,2019,1,VIIRS,l,2.0NRT,316.38,7.97,D
17.65601,-101.24917,330.64,0.41,0.45,4/2/2023,2021,1,VIIRS,l,2.0NRT,303.2,4.07,D
18.27797,-95.72053,317.88,0.56,0.69,4/3/2023,709,1,VIIRS,n,2.0NRT,292.61,4.16,N
17.10767,-95.48222,306.09,0.52,0.67,4/3/2023,712,1,VIIRS,n,2.0NRT,291.21,1.75,N
21.70332,-102.28114,306.14,0.41,0.45,4/3/2023,850,1,VIIRS,n,2.0NRT,283.89,0.98,N
17.11827,-100.04907,302.34,0.35,0.56,4/3/2023,852,1,VIIRS,n,2.0NRT,291.5,1.03,N
17.01899,-100.16793,333.28,0.41,0.37,4/3/2023,2002,1,VIIRS,l,2.0NRT,305.65,4.52,D
20.28524,-105.1829,331.43,0.43,0.38,4/3/2023,2004,1,VIIRS,l,2.0NRT,300.69,5.91,D
18.42014,-98.579,315.34,0.4,0.45,4/4/2023,833,1,VIIRS,n,2.0NRT,290.2,2.08,N
17.0083,-99.9319,318.04,0.53,0.42,4/4/2023,835,1,VIIRS,n,2.0NRT,292.18,1.99,N
17.01406,-99.92586,332.13,0.44,0.39,4/4/2023,1945,1,VIIRS,l,2.0NRT,301.46,1.66,D
17.01859,-99.37515,301.26,0.38,0.36,4/5/2023,813,1,VIIRS,n,2.0NRT,290.81,0.58,N
17.015,-99.37266,333.43,0.51,0.49,4/5/2023,1923,1,VIIRS,n,2.0NRT,298.03,7.01,D
18.61212,-103.27086,339.81,0.43,0.62,4/5/2023,1925,1,VIIRS,n,2.0NRT,300.92,6.46,D
20.35408,-105.18505,348.67,0.65,0.73,4/5/2023,2106,1,VIIRS,n,2.0NRT,286.99,18.18,D
20.04705,-99.29193,300.59,0.38,0.43,4/6/2023,754,1,VIIRS,n,2.0NRT,286.11,0.72,N
17.01401,-99.37118,300.01,0.53,0.42,4/6/2023,756,1,VIIRS,n,2.0NRT,288.94,0.75,N
21.97209,-105.45953,298.3,0.64,0.72,4/6/2023,934,1,VIIRS,n,2.0NRT,286.16,0.75,N
20.26928,-105.18618,304.96,0.73,0.76,4/6/2023,937,1,VIIRS,n,2.0NRT,287.24,2.08,N
17.02783,-95.38417,334.98,0.57,0.52,4/6/2023,1906,1,VIIRS,n,2.0NRT,300.46,6.83,D
20.83158,-103.41554,337.94,0.79,0.78,4/6/2023,1908,1,VIIRS,n,2.0NRT,305.47,10.44,D
17.15756,-99.61532,367,0.68,0.74,4/6/2023,2046,1,VIIRS,h,2.0NRT,301.32,20.33,D
20.53895,-103.86786,338.98,0.39,0.59,4/6/2023,2049,1,VIIRS,l,2.0NRT,310.79,3.45,D
17.001,-97.69632,295.41,0.56,0.51,4/7/2023,735,1,VIIRS,n,2.0NRT,281.74,0.83,N
17.93217,-102.20828,311.69,0.63,0.72,4/7/2023,915,1,VIIRS,n,2.0NRT,292.17,3.09,N
18.07269,-96.10109,333.28,0.62,0.71,4/7/2023,1845,1,VIIRS,n,2.0NRT,289.18,9.45,D
18.94003,-96.1074,340.34,0.59,0.7,4/7/2023,1847,1,VIIRS,n,2.0NRT,293.05,5.6,D
17.00283,-97.69327,354.93,0.44,0.62,4/7/2023,2027,1,VIIRS,n,2.0NRT,295.24,12.9,D
17.01475,-99.26521,305.24,0.73,0.76,4/8/2023,718,1,VIIRS,n,2.0NRT,286.99,1.31,N
17.01235,-99.26762,316.72,0.5,0.66,4/8/2023,858,1,VIIRS,n,2.0NRT,288.59,1.96,N
17.00706,-99.26716,344.19,0.52,0.41,4/8/2023,2008,1,VIIRS,n,2.0NRT,310.22,6.22,D
18.97067,-103.96079,339.56,0.38,0.36,4/8/2023,2010,1,VIIRS,l,2.0NRT,311.87,4.59,D
19.57841,-99.20134,295.59,0.44,0.46,4/9/2023,837,1,VIIRS,n,2.0NRT,285.04,0.58,N
17.02627,-99.37109,308.1,0.48,0.48,4/9/2023,839,1,VIIRS,n,2.0NRT,290.4,1.41,N
17.02566,-100.20024,336.63,0.4,0.37,4/9/2023,1949,1,VIIRS,l,2.0NRT,303.54,3.92,D
21.83821,-105.04429,339.53,0.57,0.43,4/9/2023,1951,1,VIIRS,l,2.0NRT,309.68,3.7,D
17.0253,-97.92753,325.42,0.46,0.39,4/10/2023,820,1,VIIRS,n,2.0NRT,289.35,3.25,N
17.03374,-99.93386,349.22,0.44,0.46,4/10/2023,1930,1,VIIRS,n,2.0NRT,304.29,19.97,D
17.78862,-100.1474,341.34,0.44,0.46,4/10/2023,1932,1,VIIRS,n,2.0NRT,306.98,5.97,D
22.86081,-105.78362,333.34,0.79,0.78,4/10/2023,2114,1,VIIRS,n,2.0NRT,304.68,4.42,D
21.94153,-104.06133,308.79,0.32,0.55,4/11/2023,801,1,VIIRS,n,2.0NRT,288.43,3.56,N
17.05511,-96.7315,322.6,0.38,0.36,4/11/2023,803,1,VIIRS,n,2.0NRT,287.06,2.19,N
17.02575,-99.93045,351.64,0.45,0.63,4/11/2023,1910,1,VIIRS,n,2.0NRT,294.36,10.38,D
19.51641,-104.57636,330.99,0.79,0.78,4/11/2023,1913,1,VIIRS,l,2.0NRT,302.07,10.03,D
17.96482,-101.21991,332.24,0.69,0.74,4/11/2023,2053,1,VIIRS,n,2.0NRT,290.06,5.25,D
19.13443,-104.5117,342.22,0.43,0.62,4/11/2023,2055,1,VIIRS,n,2.0NRT,300.56,3.3,D
18.86483,-103.40728,309.63,0.55,0.68,4/12/2023,741,1,VIIRS,n,2.0NRT,288.76,1.87,N
17.23999,-100.62498,304.98,0.34,0.56,4/12/2023,744,1,VIIRS,n,2.0NRT,289.88,0.66,N
19.52521,-104.54863,337.77,0.52,0.67,4/12/2023,922,1,VIIRS,n,2.0NRT,288.29,4.55,N
17.93203,-102.20815,304.11,0.79,0.78,4/12/2023,924,1,VIIRS,n,2.0NRT,288.32,3.33,N
17.03324,-96.70621,332.45,0.56,0.69,4/12/2023,1851,1,VIIRS,n,2.0NRT,300.14,3.87,D
18.28852,-95.53921,349.81,0.44,0.63,4/12/2023,1853,1,VIIRS,n,2.0NRT,289.11,6.26,D
17.00554,-99.75965,343.83,0.41,0.6,4/12/2023,2034,1,VIIRS,n,2.0NRT,297.4,5.36,D
22.20813,-105.19916,343.71,0.42,0.45,4/12/2023,2036,1,VIIRS,n,2.0NRT,314.28,4.46,D
22.23707,-98.02363,296.68,0.54,0.68,4/13/2023,722,1,VIIRS,n,2.0NRT,284.03,0.54,N
17.03913,-99.37615,304.73,0.58,0.7,4/13/2023,724,1,VIIRS,n,2.0NRT,286.77,2.28,N
17.08907,-99.86032,296.96,0.58,0.7,4/13/2023,905,1,VIIRS,n,2.0NRT,285.12,0.83,N
17.01199,-100.19897,340.95,0.56,0.43,4/13/2023,2014,1,VIIRS,n,2.0NRT,308.15,8.74,D
17.92968,-102.20594,344.63,0.45,0.39,4/13/2023,2017,1,VIIRS,n,2.0NRT,312.59,12.18,D
17.91031,-95.32112,324.19,0.66,0.73,4/14/2023,703,1,VIIRS,n,2.0NRT,288.31,4.11,N
20.42203,-97.51737,303.39,0.34,0.56,4/14/2023,843,1,VIIRS,n,2.0NRT,289.83,0.48,N
17.04768,-99.37749,311.97,0.61,0.53,4/14/2023,845,1,VIIRS,n,2.0NRT,290.25,1.51,N
17.00188,-100.1302,349.75,0.38,0.36,4/14/2023,1955,1,VIIRS,n,2.0NRT,309.67,7.9,D
20.89435,-102.70494,354.02,0.4,0.37,4/14/2023,1957,1,VIIRS,l,2.0NRT,308.94,32.2,D
17.23057,-95.6179,304.32,0.52,0.5,4/15/2023,826,1,VIIRS,n,2.0NRT,292.26,1.12,N
17.05844,-99.39042,307.05,0.47,0.4,4/15/2023,828,1,VIIRS,n,2.0NRT,290.83,0.94,N
17.08086,-95.89658,344.06,0.38,0.36,4/15/2023,1936,1,VIIRS,n,2.0NRT,292.81,3.96,D
